sira;tistihdam;maas;iistihdam;icsaati;sbu;netsatis;mmaliyeti;katmadeger
12497;29,7;503,2;20,1;38,7;293,9;2638,4;1273,5;1393
12498;30;565,3;20,2;39,2;337,4;2957,3;1466,5;1517,3
12499;24,9;511;16,3;30,3;293,2;2620,4;1216,7;1383
12500;23,8;514,5;15,8;30,3;293,3;3044,5;1411,9;1618,1
12501;24,9;571,5;16,8;33,4;323,6;3602,7;1790,7;1851,1
12502;24,4;580,8;16,4;31,8;324,6;3501,2;1719,5;1746,2
12503;23,8;583,9;16;32,1;325,1;3223,2;1562,8;1656,5
12504;22,4;599,8;14,9;29,9;336,2;3449,9;1577,8;1906,4
12505;23,9;654,1;15,7;32,1;364,6;3858,7;1747,3;2144,3
12506;23,2;673,1;15,7;32,4;380,3;3641,6;1568,8;2089
12507;23,2;736;15,7;32,2;388,6;3713,7;1663,6;2029,7
12508;22,5;675,8;15,6;31,1;388,2;3584,7;1595,7;2004,6
12509;20,6;626,3;14,5;29,8;363,4;3554,4;1595;1934,4
12510;19,1;610,8;12,9;26,8;340,4;3604,2;1513,9;2092,9
12511;21,8;703,7;15,2;31,9;376,8;3928,6;1650;2307,6
12512;21,6;734,4;15;30,8;384,2;4146,2;1697,1;2468,2
12513;23;756,8;16,2;29,5;390;4460,8;1910,8;2583,6
12514;22,6;782,1;15,9;31;425;4660;1714,6;2918,9
12515;21,6;756,1;14,6;32;450,2;4724,3;1740,7;2942,8
12516;20,8;744,3;14;29,6;407,3;4370;1545,6;2858,1
12517;20,2;757,4;14,3;29,8;418,1;4072,7;1412,9;2637,4
12518;17;662,9;12,1;24,4;361,9;3395,7;1178,9;2205
12519;16,8;682,1;11,6;23,4;361,7;3476,8;1217,4;2281,7
12520;15,2;662,3;10,6;21,7;348,4;3704,3;1160,7;2521,6
12521;16,2;690,2;10,6;21,8;350,2;3906,5;1238,8;2677,6
12522;14,4;661,9;9,7;20,9;326,8;4129,9;1381,2;2708,8
12523;14,7;697;9,8;21;327;4571,4;1433,1;3134,3
12524;14,3;711,6;9,6;20,1;336,6;4551,4;1523,8;3038,3
12525;13,7;683,5;9,3;19,4;324,1;4478,1;1408;3082,6
12526;11,3;576;7,9;15,1;274,5;3561,2;1049,5;2485
12527;11,4;604,6;8,2;15,9;306,4;4459;1403,3;3072,1
12528;12,3;702,6;8,8;16,9;341;5074,2;1578,7;3514,2
12529;20,3;83;17;33,1;63,8;206,3;77,1;129
12530;19,7;81,4;16,4;33;61,7;211,5;79,8;131,6
12531;19,5;82,5;16,1;31,8;64,8;215,8;82,2;134,3
12532;21,9;93,6;18,1;37;75,1;229;83,8;149,3
12533;21,3;93,7;17,7;36,5;75,5;232,1;84,3;150,3
12534;18,3;85,7;15,3;30,9;66,7;217,2;86,6;131,5
12535;18,8;90,8;15,7;31,5;70,6;231,4;87,6;142,8
12536;17,8;90,9;14,6;29,3;69,7;219,7;85,8;133,7
12537;17,2;90,9;14,2;28,4;68,9;224,2;90,6;135
12538;16,6;90,8;14,1;28,3;70,9;236,4;88,9;148,2
12539;16,8;95,2;14,1;28,2;73,8;249,4;90,4;159,7
12540;15,9;92,9;13,7;27,2;75;244,4;92,4;151
12541;14,6;92,6;12,2;24,3;72,3;248,7;95,6;151,8
12542;13,6;96,2;11,3;22,3;73,7;261,4;97,2;163,1
12543;15;109,2;12,6;24,2;84,7;304,5;117,6;191,4
12544;14,7;108,9;12,6;24,1;84,4;316,7;119,9;196,2
12545;13,7;110,4;11,8;23,3;86,9;317,9;118,4;210,9
12546;14,6;121,4;12,2;23,7;93,7;375,9;147,7;233,8
12547;15,2;137;12,7;25,5;102,3;433,4;158,7;274,4
12548;12,7;131,5;10,6;21,4;98,8;393;157,5;238,2
12549;13,7;154,4;11,3;23,2;118,4;505,9;204,2;300,8
12550;13,3;147;11,2;22,4;113,1;479,8;201,5;283,9
12551;13;155,8;10,9;22;118,8;504;221,1;289,6
12552;12;157;10,1;20,5;121,3;528,7;236,6;292,7
12553;10,5;155,9;8,5;16,5;118,5;555,4;259;295,2
12554;10,2;158,3;8,5;16,3;120,7;570;266,7;302,1
12555;11,3;187,3;8,9;16,7;139,4;626,3;275,2;344,3
12556;11,2;199,5;8,9;17,4;148,9;674,3;317;352,8
12557;11,2;198,9;8,8;17,6;147,5;683;317,5;375,5
12558;12,5;243;10;19,8;173,7;840,8;385,8;450,5
12559;13;257,7;9,9;19,7;170,9;890,1;380,8;518,7
12560;13,3;281;10,2;20,2;188;934,9;395,3;550
12561;13,9;297;10,6;20,5;198,8;988,8;430,4;575,3
12562;12,2;267,1;9,5;18,6;191,3;956,3;371,5;582
12563;12,3;284,4;9,5;19,3;205,8;1011,3;407,1;607,4
12564;12,6;292,9;9,7;19,8;212;1025;408,3;614,6
12565;12,5;303,2;9,8;20,8;219,8;1064,6;430,5;627
12566;12,9;319,3;10,2;21,3;233,3;1097,7;437,6;664,9
12567;17,1;412,4;13,1;24,2;291,3;1512;564,7;999,2
12568;13,1;350,5;10,3;20,8;254,8;1244,7;451,2;790,8
12569;14,3;369,2;11,2;23,2;281,9;1301,5;508,9;809,1
12570;15,8;423,5;12,6;24,2;320,8;1503,3;517,4;980,2
12571;15,9;474,7;12,9;23,6;357,5;1645,4;564;1087,2
12572;16,3;515,1;13,4;25,6;386,1;1751,2;607,6;1155,4
12573;20,3;679,4;15,9;31,2;487;2206,5;715,9;1504
12574;20,7;704,1;16,2;33;500,8;2300,8;732,3;1578,8
12575;23,2;804,2;17,9;35,7;562;2516,6;832,5;1703,7
12576;26,4;887,9;20;40,2;613,9;2861;969,6;1920
12577;26,8;953;20;41,4;640,4;3164,5;1126;2026
12578;33,4;1174;24,6;48,7;782,7;4107,7;1484,5;2619,6
12579;29,4;1090,7;21,7;44,1;731,7;3844;1437,7;2396,6
12580;22,7;854,6;16,4;31,7;544,2;2887,2;1020,8;1841,8
12581;20,5;800,5;14,7;28,5;504,1;2777,1;1036;1729
12582;20;796,5;13,9;26,4;491,4;2865;1139;1732,4
12583;8,3;42,3;6,5;13,5;30,5;219,1;101,5;155,5
12584;8,9;47,8;7;14,5;34,7;244,6;107,6;136,7
12585;9,3;50,3;7,2;15,2;36,4;236,5;102;137,3
12586;8,7;47,7;6,6;14,2;34,3;232,7;104,8;126,7
12587;8,6;49;6,5;14;35,2;226,3;102,6;128,3
12588;7,3;41,6;5,7;11,7;29,6;204,4;101,9;102,1
12589;7,3;43,9;5,5;11,3;30,5;210,8;104,9;107
12590;8,6;52,6;6,6;13,9;37,1;263,2;120,1;142,4
12591;8,9;58,3;6,8;14,5;40,7;292,1;127,9;164,7
12592;8,9;59,3;7;14,4;41,7;280,9;132,4;149,4
12593;9,6;68,8;7,6;16;50,4;334,9;154;182,7
12594;10,9;79,1;8,6;18,1;57,9;372,2;153,9;222,5
12595;11,7;93,5;9,7;20,9;72;417,1;170;251,9
12596;11,3;92,7;9,1;19,8;70,2;415,1;173,9;237,9
12597;9,5;87,9;7,6;16,2;64,6;414,4;177,3;237,2
12598;10,7;101,7;8,4;17,7;77,9;461,6;198,2;283,2
12599;11,8;117,1;9,5;20,1;85,4;597,8;291,3;316,1
12600;11,6;126,5;9,3;19,1;91;660;285;379,1
12601;12,4;144;10;19,9;101,7;878,5;381,4;496,3
12602;11,5;156,3;8,9;18,1;111,8;957,3;480,6;479,4
12603;11,9;179,9;9,3;19,4;129,3;1197,5;584,6;620,2
12604;13,7;230,6;11,3;24;175,2;1357,2;621,9;744,8
12605;11;172,8;9,2;19,4;131,2;1224,6;575,6;667,1
12606;11,3;191,6;9,2;18,4;140,8;1282,9;601,9;691,4
12607;9,9;188,9;7,4;14,4;128,6;1269,9;627,8;637,4
12608;10,7;225,7;8;16,3;155;1423,6;696;723,8
12609;8,8;187,7;6,4;12,8;118,9;1259;585,3;680
12610;7,8;183,5;5,6;11;115,1;1170,5;490,2;676,3
12611;8,2;201,6;6;11,6;128,8;1261,4;510,7;731,3
12612;8,8;218,4;6,4;12,9;149,8;1406,2;563,9;834,4
12613;9,4;242,6;7;14,8;162,2;1524,4;628,1;901,4
12614;8,7;226,7;6,5;13,2;155,2;1401;583,8;824,8
12615;9;241,6;6,8;14;160,8;1499,8;661,7;848,7
12616;8,7;237,5;6,6;13,6;159,1;1523,3;666,2;845,5
12617;9,5;299,1;7,1;15,2;194,1;1774,4;690,6;1081,2
12618;9,4;297,3;7;15,3;193,6;1847,6;768,8;1085,8
12619;9,4;305,2;7;14,6;205,8;1880,3;757,2;1120,3
12620;10,2;327,2;7,7;15,9;215,9;1993;794,8;1202,1
12621;10,5;340,6;7,1;14,2;211,6;1990,8;845;1145,5
12622;10,1;361;7,1;15,1;227,3;2362,5;943,9;1427,1
12623;9,8;353;7,2;15,1;229,3;2222,1;902,7;1315,1
12624;10,1;370,7;7,5;15,9;239,2;2268,8;955,3;1330,2
12625;10,1;369,9;7,4;15,9;240,1;2311,5;1087,3;1240,8
12626;9,5;349,1;6,8;14,6;227,6;2217,3;1055,9;1158,7
12627;8,8;357,5;6;12,2;221,8;2664,5;842;1835,6
12628;9,4;396,1;6,6;13,4;253,4;2924,5;957,6;1973,4
12629;7,6;343,8;5;10,5;208,2;2833,4;1059,6;1760,9
12630;7,3;344,6;5,1;10,8;214,5;3012,3;1328,8;1677,7
12631;7,5;357,6;5,2;11,1;219,7;3489,2;1589,3;1903,8
12632;8,3;444,9;5,7;12,5;272,4;3624,2;1510,3;2123,3
12633;8,2;455;5,7;12,6;285,3;3477,2;1625,3;1876
12634;8;399,4;5,7;11,8;259,3;3914,2;1653,8;2296,2
12635;7,3;392,8;5,5;11,4;254,1;4337,4;1761,3;2576,4
12636;7,4;427,7;5,5;11,2;269;4354,2;1790,3;2659,5
12637;11,9;59,1;9;18,7;42,7;240,9;107,5;133,5
12638;13,4;71,6;10,4;22,5;52,6;309;144,9;166,6
12639;12,8;70,6;10,3;20,6;51,6;307,1;144,2;165,2
12640;13,5;78,2;10,8;23;57,8;347,4;163,6;186,2
12641;14,8;93,3;11,9;24,8;66,7;398,5;188,4;212,9
12642;14,7;92,3;11,6;24,8;69,1;391,9;186,8;206,8
12643;14,9;91,6;11,9;24,7;70,8;395,6;180,1;216,7
12644;15,4;99,3;12,2;26,1;77,8;430,2;202,1;227,6
12645;16,1;108,9;12,9;27,3;84,3;461;214,5;252,2
12646;15,1;106,9;12,2;25,5;83,9;454,4;204,4;247,3
12647;14,5;111,6;11,7;24,6;87,7;486,4;211,2;279,5
12648;15,3;123,8;12,4;26;97,5;539,7;227,1;315,4
12649;15,8;134,2;12,8;26,7;104,7;559,5;244,2;320,8
12650;16,2;146,7;13,1;28,4;115,3;640,3;269,7;367,5
12651;18;172,3;14,7;30,8;135,7;755,4;315,6;441,5
12652;18,7;194;15,5;32,5;152,5;868,9;351,1;521,5
12653;19,5;218,7;16;33,7;171,4;1059,8;468,1;596,8
12654;18,1;210,2;14,5;29,5;160,4;1145,5;528;617
12655;20,3;263,2;16,6;34,5;206,2;1389,7;628,4;767,5
12656;22,6;313,8;18,6;38,3;244,5;1790,5;738,6;1053,7
12657;24,1;371,2;19,7;41,1;289;2019,1;874,6;1161,6
12658;24,1;412,2;19,6;40,8;323,9;2180,1;962,3;1221,4
12659;22;418,4;17,7;37,2;323;2235,4;1031,8;1215,5
12660;21,8;448,9;17;35,2;344,4;2338,6;1106,7;1245,1
12661;19,7;438,9;15,5;31,9;334,2;2281,1;1041,5;1236,7
12662;19,5;476,2;15,6;32,9;364,6;2517,6;1082;1440,7
12663;21,4;542,8;17,3;36,5;419,3;2964,4;1241,1;1733,6
12664;21,3;583,1;17;35,8;447,2;3100,6;1277,9;1823
12665;21,9;624,2;17,7;36,8;481,6;3314,7;1300,9;2021,5
12666;21,5;619,4;17,4;36,6;483,6;3260,3;1268,8;1985,6
12667;20,8;620,4;16,8;34,4;484,5;3376,2;1312,1;2065,8
12668;19,5;595,2;15,9;33,2;468;3284,5;1350,8;1943,8
12669;19;582,5;15,6;31,8;452;3099,8;1286,7;1807,7
12670;17,6;552,8;14,2;29,2;424,2;2852,2;1177,7;1666,1
12671;19,1;628,6;15,5;32,2;478,5;3231,7;1311,9;1915,6
12672;18,9;629,5;15,5;31,8;483,7;3259,4;1364,8;1886,9
12673;19,8;692,6;16,1;34,3;528,3;3742,3;1521,8;2235,7
12674;20,1;722,9;16,3;34,4;553,9;3989,2;1626,1;2391,1
12675;20,1;726,8;16,6;34,9;562,5;4145,8;1636,1;2514,1
12676;21,6;811,4;17,8;36,2;624,7;4422,5;1803,1;2601,8
12677;22,5;862,9;18,2;37,6;656,8;4564,5;1877,1;2692,9
12678;21,8;862,4;17,9;38,3;653,3;4752,3;1980,9;2772,7
12679;21;872,1;17,2;37,4;660,1;4783,9;2128,8;2648,9
12680;20,6;865,3;16,8;35,7;656,5;4786,3;2174,3;2598,9
12681;19,3;814,6;15,8;32,8;620,8;4917,9;1978,9;2951
12682;18,3;798,6;15;32,2;604,3;4936,6;1971,7;2940,9
12683;18,1;843,9;15;33,5;643;5440,6;1999,2;3418,8
12684;17,9;883,9;14,8;33,7;681,9;5897,2;2237,6;3659,1
12685;18,8;945,5;15,6;35,2;733,2;6382,5;2476,3;4021,6
12686;18,9;928,6;15,1;31,6;676,5;6147,1;2459,3;3683
12687;17,7;899,3;14,1;32,1;652,9;5679,3;2377,4;3288,4
12688;15,9;785,7;12,6;25,2;564,7;4668,9;2060,4;2556,2
12689;14,9;761,5;12,4;25,5;582,8;4871,2;2320,6;2584,4
12690;15,3;805,4;12,6;26,5;616,5;5408,6;2593,4;2920
12691;28,1;137,4;22,4;45,6;101,7;586,1;277,3;307,8
12692;30,8;157;25,1;52,3;119,3;684,2;322,2;369,3
12693;29,9;155,8;24,2;49,9;117;675,2;314,7;368
12694;28,8;153,7;23,1;47,3;114;661,4;308,6;356,8
12695;29,1;163,6;23,4;48,3;122;678,6;323,8;362
12696;27,8;162,9;22,2;46;120,7;697,5;321,8;376,7
12697;28,7;173,9;22,9;48,2;130;742,6;337,6;413,1
12698;30,1;184,5;24,1;50;137,4;788;362;428,6
12699;32,2;206,7;25,2;52,8;153,4;827;380,3;462,1
12700;29,9;199;23,7;48,7;145,7;800,3;358,2;440,7
12701;29,9;210,1;23,7;49,1;155;853,3;377,9;480
12702;30,5;228,7;24,3;50,9;170;911,2;402,1;511,5
12703;27,1;213,5;21,1;44,1;155,8;844;370,7;473
12704;27,5;231,3;21,5;44,5;169,8;934,3;412,8;531,5
12705;29,5;263,4;23,5;48,2;193,5;1089,6;468,4;626,7
12706;30,6;287,4;24,6;50,3;213,2;1194,7;525,6;675,4
12707;30;305,4;24,2;49,9;230;1370,3;665,7;731,7
12708;25,5;277,2;19,9;39,8;199,1;1335,9;625,2;705,2
12709;25,3;293,4;19,9;40,2;214,4;1479,4;686,5;801,3
12710;22,9;291,8;18,1;36,2;213;1450,3;699,1;762,4
12711;23,5;327,1;18,7;38,2;239,6;1625,5;774,3;867,9
12712;22,9;356,5;18,5;37,5;260,8;1778,6;832,8;956,8
12713;19,9;325,8;15,6;31,9;224,8;1655,4;793,2;877
12714;19,7;345,3;15,3;31,5;239,7;1656,2;771,3;903,7
12715;17,5;313,2;13,3;26,6;216,7;1531,8;728,8;782,1
12716;15;300,5;11,8;24,1;208,5;1424,4;671,1;774,6
12717;15,9;316,5;12,2;24,7;218,6;1504,4;670,7;856
12718;16,3;336,3;12,6;25,2;233,1;1521;647,2;871,9
12719;14,1;310,1;10,8;21,6;212,3;1457,4;605;852,7
12720;13,5;295,9;10,3;20,7;199,7;1430,4;631,6;805
12721;13,4;296,3;10;20,4;197,9;1437,7;598,1;844,6
12722;12,9;296,1;9,7;19,7;191,7;1509,2;658,2;859,8
12723;12,2;295,5;9,2;17,9;189,8;1503,8;676;839,2
12724;10,5;268,5;7,9;15,8;173,1;1367,8;596,5;765,2
12725;8,8;237,7;6,4;13,4;145,4;1201,7;481,3;720,3
12726;9,1;248,9;6,7;13,9;155,5;1332,8;553;785,3
12727;10,1;264,2;7,3;15;159,7;1386,5;569,8;819,5
12728;10,5;278;7,7;15,8;170,8;1509,9;649,1;874,4
12729;11,1;298,6;8,1;16,5;185,2;1695;713,2;988,6
12730;11,2;321,5;8;15,8;210,2;1809;874,1;938
12731;12,5;362,7;8,9;17,7;231,7;2064,7;982,2;1104,1
12732;12,2;365,7;8,6;18,5;221,3;1947,5;940,7;1010,8
12733;12;384,6;8,4;18,6;227,5;2107,1;1050,6;1060,8
12734;10,8;366,2;7,4;16,2;214,1;2099;1022,6;1069,8
12735;8,7;311;5,7;11,3;173;1903,3;897,8;1003,7
12736;9;329,5;5,9;12;185,6;2044,1;963,2;1079,6
12737;8,8;353,8;5,8;12,9;198,2;2437;1049;1406,3
12738;9,5;400,2;6,3;14;218,7;2839,7;1238,7;1609
12739;8,8;404,8;6,1;13,6;227,4;3058,2;1413,2;1656,3
12740;10,1;455,4;7,1;15,3;267,1;3486,7;1595,5;1888,1
12741;10,7;491,1;7;14,5;277,2;3669,9;1644,3;2057,9
12742;8,7;394,2;5,9;11,9;226,4;3011,1;1336,6;1655,1
12743;8,4;394,9;5,8;11,7;223,9;2985,5;1263,3;1715,9
12744;8,5;402,8;5,8;12,1;226,8;3101,7;1349,8;1751,3
12745;506,1;3155,6;412,8;757,9;2394,5;13330,9;7418,6;6023,1
12746;502,2;3418,2;415;768,5;2613,2;15521,5;8472;6779,2
12747;544,2;3597,6;444,9;823,2;2752,4;15631,2;8853,4;6800,4
12748;498,3;3493;404,9;759,8;2646,6;14774,3;8469,8;6505,6
12749;497,2;3581,6;402,5;757,1;2729,3;15471;8638,8;6581,9
12750;495,8;3681,7;408,3;783,8;2868;16315,3;8897,5;7464,7
12751;527,8;4084,7;439,6;872,4;3222,5;18722,3;10465,5;8432,6
12752;559,9;4395,8;459,9;904,1;3469,5;20710,1;11308,6;9327,7
12753;554,1;4505,1;456;896,4;3525,2;21063,9;11749,8;9591,5
12754;528,6;4355;430,3;838,4;3344,2;19517,9;10930,8;8872,5
12755;528,6;4686,5;429,2;849,5;3602,3;21051,4;11608,9;9238,7
12756;533,3;5057,4;432,8;865,3;3896,8;22182,4;12609,6;9811,9
12757;521,9;5024,5;420,9;815,3;3825,9;21384;12302,5;9309,9
12758;478,2;4935,1;381,8;731,8;3716,8;21855,8;12189,9;9522,8
12759;465,2;5498,9;376,1;732,9;4222,8;23846,4;13959,1;10265,2
12760;498,3;6439,4;406,6;816,2;5030,4;30249;17312,6;12724,9
12761;514;7463,1;409;804,9;5806,5;41493,3;24241,3;17351,3
12762;447,9;7030,6;352;652,6;5260,5;35508,5;23052,2;13306,6
12763;448,6;7991,1;355,3;675,7;6058,6;39533,7;25552,2;14714,7
12764;438,6;8665,6;347,5;663,7;6604,2;41856,1;26619,1;15285,5
12765;440,4;9778,3;351,1;694,2;7551,6;48890,1;30493,6;19027,5
12766;447,9;10914,7;358,5;695,4;8466,9;55552,3;35062,5;20981,5
12767;400,2;10426;310,3;573,7;7842,3;50213,5;31815,9;18589,5
12768;387,9;11392,8;299,6;568,6;8562,1;57340,9;37694,6;20055,6
12769;294;8629,1;213,8;373,5;6142;36767,6;23531,1;11748,5
12770;248;7323,6;185,2;347,6;5266,3;36416,8;23601;12388,6
12771;256,1;7442,2;196,4;373,9;5646,4;40339,3;25770,6;14611,3
12772;217,5;6966,3;167,2;329,5;5162,3;38085,6;24681,4;12813,5
12773;193,1;6299;148;294,8;4694,9;35028,1;21702;12536,6
12774;188,8;6434,8;147,2;305,7;4833,6;38636,9;22888,8;15859,2
12775;195,9;7046,2;151,4;324,3;5324,7;47648,2;28828,7;19608,2
12776;191,2;7171;148,9;347,2;5346;47909,5;28967,3;19383,8
12777;189,2;7338,2;146,2;314,5;5453,2;46048,2;27986,5;18355,5
12778;177,9;6949,7;135,3;278,6;5072,6;40868,1;25794,4;14628,2
12779;171,3;7056,4;131,5;277;5250,4;42342,4;25438,5;16652,4
12780;160,1;7027,4;123,5;267,9;5280,4;44895,6;26925,3;18001,8
12781;157,8;7322,4;122,4;266,9;5504,9;50922,2;30363,7;20855,9
12782;154,3;7518,7;121,1;263,3;5686;54730,9;32806,8;22313,5
12783;150,1;7475,9;118,1;260,8;5655,1;54734,6;32828,1;22202,5
12784;146,2;7450,4;114,9;252,6;5649,4;56994,5;32324,7;24868,5
12785;144,7;7501,8;113,7;246,5;5654,7;55614,8;31836,6;23853,2
12786;139;7193,5;109,2;238,1;5432,3;52234,5;30584,7;21471,5
12787;140,6;7462;111,1;242,7;5636,1;52068,4;32087,7;20271,8
12788;128,6;6612,8;100,8;284,8;4954,3;45820,9;28670,7;16147,7
12789;118,8;6234,4;93,2;195,8;4719,9;47170,8;28953,5;18276,9
12790;109,8;5968,9;87;180,8;4553,4;48345,3;30183;17452,4
12791;107,9;6685,2;85,9;187;5198,9;75900,8;45217,8;31825,6
12792;100,4;6521,8;80,9;179,5;5087,3;81122,5;49079,5;32416,6
12793;99,6;6896,6;80,3;174,6;5348,4;92014,3;58722,4;33826,8
12794;106,6;7135,6;85,4;186,4;5482,7;100240;64381;36384,7
12795;107,2;7548,2;85,7;183,1;5756,5;124690,5;81829,2;42357,1
12796;96,3;5941,4;76,9;147,4;4396;63035,4;46842,9;14381,4
12797;94,7;6501,6;76,4;160,5;5022,1;92262,7;62469,3;31359,6
12798;100,5;7273,7;81,3;173,6;5664,1;113733,5;80430,9;34738,8
12799;11,7;66,9;8,6;17,5;45,6;366,4;203,3;164,2
12800;12,3;74,5;9,3;18,8;52,1;419,3;244,3;169,5
12801;11,5;70,8;8,6;17;48,8;349,5;222,5;133,4
12802;10,2;65,4;7,8;15,7;45,6;366,8;212,6;134,9
12803;10,2;67,4;7,7;16,2;47,9;354,7;212,5;147,7
12804;9,6;64,1;7,6;15,3;47,3;350,8;209,3;133,6
12805;10,2;71,1;8,3;17,3;54,9;401,4;247,2;138,4
12806;10,1;71,3;8,3;17,1;55,2;439,7;250,1;199
12807;9,5;70,2;7,7;15,7;52,1;467,5;278,6;181,6
12808;9,6;73,5;7,8;15,9;54,5;429,5;266,1;177,4
12809;9,9;78,1;8,1;16,8;59,1;446,6;271,5;181,3
12810;9,7;81,7;8;16,6;63,5;535,1;326,7;212,6
12811;9,6;86,1;7,9;16,2;67,2;476,7;304,1;182,7
12812;9,3;87,2;7,7;15;65,9;509,2;312,8;223,8
12813;8,8;87,5;7,2;13,9;66,7;505;307,9;199,4
12814;8,6;93,3;7,2;14,1;71,9;615,6;388,2;193,1
12815;8,5;101,7;7;13,8;79,4;879,8;501,9;391,4
12816;8,2;104,1;6,6;12,9;78,5;764,8;500,9;349,8
12817;7,7;110,2;6,1;11,8;82;784,5;545,1;266,1
12818;8,2;129,5;6,5;13,2;96,6;854,3;630,7;252,1
12819;7,8;131,9;6,3;12,5;100,8;989,6;704,2;227,9
12820;8,6;160,8;7;14;126;1245,3;841,2;393,6
12821;7,8;158;6,2;12,4;119,4;1146,8;784,6;378,2
12822;7,4;156,6;5,8;12;115,7;1066,6;786;345,1
12823;4,9;114,9;3,6;6,5;79,5;649,5;453,7;165,5
12824;4,1;93,9;3;6,3;65,9;607,3;393,6;176,7
12825;4,5;117,7;3,3;7;83,4;767,3;482,6;304,3
12826;4,1;109,1;3;6,2;75;718,9;442,4;288,2
12827;3,3;92,5;2,4;5,1;62;613,1;397,6;190,1
12828;3,6;104,7;2,6;5,4;69,5;774,6;469,2;271,4
12829;4,7;144,1;3,3;7,2;96,7;1171,2;706;466,7
12830;4,9;158,8;3,5;7,9;105,9;1165,3;718,4;477,1
12831;4,8;156,8;3,3;7,2;100,3;1083,6;674,2;395,8
12832;4,6;153,7;3,1;6,8;99,1;1051,7;682,7;343,2
12833;4,5;159,2;3,2;6,6;104,5;1160,2;749,9;380,2
12834;4,3;156,2;3;6,7;103,1;1069,6;701,7;350,7
12835;4;147,2;2,9;6,5;97,8;1041;686,7;360
12836;3,8;137,1;2,7;6;91,2;1111,7;766;335
12837;3,6;138,5;2,6;6;91,6;1207,1;839,5;371,6
12838;3,7;154,4;2,6;5,9;102,3;1388,7;849,8;563,5
12839;3,7;159,3;2,6;6;102,1;1432,8;874,9;562,9
12840;2,9;133,6;2;4,5;83,8;940,9;551,8;388,4
12841;3,1;138,2;2,1;4,9;82,7;901,3;527,2;357,3
12842;2,7;126;1,9;4,1;79;676,9;353;319
12843;2,5;122;1,8;3,9;81,6;883,4;564,8;288,3
12844;2,3;112,4;1,8;3,7;85,7;851,4;539,8;276,2
12845;2,2;120,9;1,8;3,8;94;1252;735,5;505,2
12846;2;113,1;1,6;3,6;88,2;1247,8;719,1;516,2
12847;2;114,5;1,6;3,5;88,8;1313,2;766;540,3
12848;2,1;113,2;1,7;3,1;78,5;1319,5;736,6;582,9
12849;2,2;119,7;1,7;3,7;91,3;1641,4;936,3;678,6
12850;1,9;94,3;1,5;3;69,7;829,8;536;230,4
12851;1,9;103,1;1,5;3,2;79,7;1214,5;714,8;502,4
12852;2;115,4;1,6;3,5;89,9;1497,2;920,3;556,6
12853;23,9;138,1;19,4;38;103,8;780,7;496,1;284,1
12854;25,6;161,8;20,4;40,8;117,1;981,5;625,8;366,4
12855;26,2;160;20,9;40,6;114,7;886,9;588,4;322,2
12856;24,8;156,4;19,6;38,6;112,4;825,6;548,4;290,3
12857;25;163,5;19,5;39;116,2;907,5;582,4;311,1
12858;22,9;153,1;18,3;37,9;113,7;809;517,3;295,2
12859;23,4;164,6;18,7;39,9;121,4;903,3;580,7;293,2
12860;24,7;175,2;19,6;41,4;129,3;976,3;612,4;379,8
12861;26;194,7;20,9;44,7;144,4;1072,3;668,6;416,5
12862;27;207,9;21,8;45,1;155,4;1148,6;754,4;412,1
12863;26,5;216,1;21,4;44;160,5;1193,9;788,6;419,1
12864;27,4;236,4;21,9;45,3;174,3;1226;807,5;428,1
12865;23,4;206,6;18,3;36,8;148,5;1048,5;633,1;420,4
12866;21,5;204,9;16,9;34,1;145,5;1095,9;671,9;426,3
12867;23,6;245,5;18,8;39;181,8;1292,1;807,9;506,1
12868;25,8;294,5;20,7;43,6;221,9;1619,6;999,8;636,2
12869;27,6;340,6;21,8;45,2;253,5;2373,4;1412;993,3
12870;25,5;341,7;19,9;39,4;247,5;2214,8;1360,4;903,7
12871;21,7;319,1;16,7;32,5;226,9;1887,6;1171;715,3
12872;27,8;449,4;21,8;43,7;330,6;2681,4;1731,9;987,9
12873;28,8;514,3;22,8;46,3;384,6;3278,9;2192,7;1135,2
12874;29,8;573,9;23,4;46,8;420,7;3722,1;2420,1;1385,5
12875;27,6;580,7;21,3;40,9;417,5;3929,3;2548;1363,3
12876;28,6;675,2;22,3;43,4;495,8;5020,2;3121,4;1970,1
12877;27;648,1;20,3;37,6;460,6;3762,2;2451,7;1212,7
12878;23,1;537,1;17,5;32;369,8;3057;2047,3;959,9
12879;23,7;537,1;18,3;36;373,1;3522,2;2313,7;1178,3
12880;21;510,6;16;30,8;357;3291,9;2116,7;1092,8
12881;19,1;469,5;14,6;28,7;327;3055,1;1953,9;1085,3
12882;19,6;515,4;15,4;31,2;368,6;3856,3;2522,7;1345,7
12883;21,2;581,4;16,7;33,5;419;4850,2;3051,4;1914,5
12884;21,5;589,3;16,8;34,5;411,5;4765,5;2991,6;1761,3
12885;22,1;654,3;17,1;36,7;450,5;4968,5;3266,7;1707,7
12886;22,7;677,8;17,3;37,3;469,2;5010,6;3450,3;1547
12887;23,7;739,5;17,9;38,3;508;5250,2;3512,1;1714,4
12888;24,2;787,7;18,7;40,6;554,5;5555;3747,6;1833,1
12889;24,5;815,8;19;41,4;573,7;6369,8;4243,5;2151
12890;25,2;856,8;19,7;42,8;591,7;6740,1;4383,2;2395,8
